la,ONS Name,LSOA Name,LSOA Code,Income domain_Child Index 2011,fsPhase1,fsPhase2,Child Index 2011,Education domain_Child Index 2011,Health domain_Child Index 2011,Community Safety domain_Child Index 2011,Enviroment domain_Child Index 2011,Access to Services domain_Child Index 2011,Housing domain_Child Index 2011,...2,...3,employment-related benefits (% of working-age population) (1),deprivation,income-related benefits (% of population) (3),Key Stage 2 mean points score (4),Key Stage 3 mean points score (4),Key Stage 4 mean points score (5),low birth weight (% of live singleton babies) (6),Primary School absence rate (% of half day sessions missed) (7),Secondary School absence rate (% of half day sessions missed) (8),k
Neath Port Talbot,008B,Neath East 2,W01000935,58.5,TRUE,FALSE,37.9,41.2,20.2,39.7,42,4.6,19.5,Wales,Neath Port Talbot 008B,34,50.9,33.4,75,95,339,6.6,8.6,9.7,15.349999999999998
Neath Port Talbot,012A,Neath East 3,W01000936,44.1,TRUE,FALSE,38.8,19.5,79,33.9,42.3,9,9.7,Wales,Neath Port Talbot 012A,28,42.5,32.2,81,101,401,10.6,8,8,6.949999999999998
Neath Port Talbot,013E,Neath East 4,W01000937,28.8,TRUE,FALSE,26.2,25.4,32.1,37.4,47.8,3.4,10.1,Wales,Neath Port Talbot 013E,29,31.8,28.4,77,99,407,5.5,8.1,8.6,-3.750000000000001
Neath Port Talbot,008C,Neath North 1,W01000938,1.9,FALSE,FALSE,4.8,5.2,4.9,8.9,26.1,1.1,2.2,Wales,Neath Port Talbot 008C,13,6.6,12.3,84,105,420,3.7,5.6,5.3,-28.95
Neath Port Talbot,008D,Neath North 2,W01000939,33.5,FALSE,FALSE,39.5,33.5,85.9,63.4,32.3,0.9,21.5,Wales,Neath Port Talbot 008D,38,34.8,35.6,76,100,350,8.3,9.6,9.6,-0.7500000000000042
Neath Port Talbot,008E,Neath North 3,W01000940,60.1,FALSE,TRUE,35.7,36.7,23.6,27.8,13.5,11.2,5.3,Wales,Neath Port Talbot 008E,23,51.6,33.6,80,93,342,4.8,8.7,7.8,16.05
Neath Port Talbot,012B,Neath South 1,W01000941,34.3,TRUE,FALSE,26.2,29,26.5,28.4,21.5,8.7,8.1,Wales,Neath Port Talbot 012B,23,35.4,27.5,81,97,338,3.9,7.5,9.5,-0.15000000000000285
Neath Port Talbot,012C,Neath South 2,W01000942,50.3,TRUE,FALSE,35.1,44.9,34,18.8,2.2,17.3,7.4,Wales,Neath Port Talbot 012C,27,46.2,33.1,79,97,283,6.3,8.9,10.8,10.650000000000002
Neath Port Talbot,012D,Neath South 3,W01000943,2.3,FALSE,FALSE,5.9,8.3,9.6,4.7,3.6,11.5,2.4,Wales,Neath Port Talbot 012D,8,7,7,81,105,410,4,6.4,5.8,-28.55
Neath Port Talbot,002B,Onllwyn,W01000944,26.4,FALSE,FALSE,21.1,20.4,5.6,9.7,3.7,44.2,19,Wales,Neath Port Talbot 002B,23,29.9,20.9,79,102,435,2.5,8.4,9.1,-5.650000000000003
Neath Port Talbot,014E,Pelenna,W01000945,15.4,FALSE,FALSE,19.2,58.5,3.7,12.3,1.9,14.3,8,Wales,Neath Port Talbot 014E,18,21,17.5,77,89,303,3.8,8,10.3,-14.55
Neath Port Talbot,004B,Pontardawe 1,W01000946,20,FALSE,FALSE,14.1,14,2,8.6,12.3,19.1,11.2,Wales,Neath Port Talbot 004B,16,24.9,17.8,78,103,433,2.9,7.7,7.1,-10.650000000000002
Neath Port Talbot,004C,Pontardawe 2,W01000947,40.4,FALSE,TRUE,26,26.4,30.3,13.3,0.8,7.3,5.4,Wales,Neath Port Talbot 004C,21,40.3,28,82,98,355,6.4,7.3,9.4,4.749999999999996
Neath Port Talbot,004D,Pontardawe 3,W01000948,17.9,FALSE,FALSE,13.9,13,7.4,30.4,25.9,0.4,9.9,Wales,Neath Port Talbot 004D,18,23.3,19.2,84,103,395,2.5,7.3,7.2,-12.25
Neath Port Talbot,018A,Port Talbot 1,W01000949,17.6,FALSE,FALSE,14.9,17.4,2.6,11.4,16.8,27.3,2.6,Wales,Neath Port Talbot 018A,13,23.1,15.2,80,101,357,NA,6.6,7.2,-12.45
Neath Port Talbot,018B,Port Talbot 2,W01000950,31.3,FALSE,FALSE,27.9,32.6,31,39.6,34,8.8,5.8,Wales,Neath Port Talbot 018B,19,33.4,21.5,81,95,367,5.9,8,9.2,-2.150000000000003
Neath Port Talbot,018C,Port Talbot 3,W01000951,26.2,FALSE,FALSE,23.7,14.5,19.4,69.4,48.6,9.9,3.2,Wales,Neath Port Talbot 018C,22,29.9,22.5,84,100,391,6.3,7.5,6.5,-5.650000000000003
Neath Port Talbot,018D,Port Talbot 4,W01000952,15.9,FALSE,FALSE,18.1,7.3,30.8,20.9,43.3,10.7,11.6,Wales,Neath Port Talbot 018D,16,21.6,16.4,82,105,444,7.7,6.6,5.8,-13.95
Neath Port Talbot,005B,Resolven 1,W01000953,25.9,FALSE,FALSE,21.9,15.9,23.3,12.9,25.2,27.5,7.2,Wales,Neath Port Talbot 005B,19,29.5,22.2,79,103,464,5.2,7.1,9.4,-6.050000000000002
Neath Port Talbot,005C,Resolven 2,W01000954,16.2,FALSE,FALSE,24.1,14.1,56.6,6.6,41.6,24.6,6,Wales,Neath Port Talbot 005C,14,21.7,15.9,83,103,418,9.1,7.7,8.2,-13.850000000000001
Neath Port Talbot,004E,Rhos 1,W01000955,7.7,FALSE,FALSE,12.9,6,28.9,4,10.2,25.8,3.9,Wales,Neath Port Talbot 004E,14,13.8,13.3,88,107,399,5.9,6.1,6.1,-21.75
Neath Port Talbot,004F,Rhos 2,W01000956,1.1,FALSE,FALSE,5.4,4.5,7.8,0.3,1.6,22.8,0.5,Wales,Neath Port Talbot 004F,10,5.1,6.2,90,109,409,2.6,6,6.6,-30.45
Neath Port Talbot,017D,Sandfields East 1,W01000957,49.5,TRUE,FALSE,32.3,25.2,31.6,47.3,10.5,4.2,17.3,Wales,Neath Port Talbot 017D,29,45.7,33.7,81,98,396,3.7,8.3,8.8,10.150000000000002
Neath Port Talbot,016B,Sandfields East 2,W01000958,63.4,TRUE,FALSE,48.9,66.5,61.6,48,15.1,2.7,7.4,Wales,Neath Port Talbot 016B,31,53.9,39.6,76,90,316,6,10.3,10.5,18.349999999999998
Neath Port Talbot,017E,Sandfields East 3,W01000959,18,TRUE,FALSE,17.5,20.3,19.9,22.9,18.2,8.6,11.1,Wales,Neath Port Talbot 017E,15,23.4,16.1,80,98,384,4.9,6.6,7.5,-12.150000000000002
Neath Port Talbot,017F,Sandfields East 4,W01000960,41.1,FALSE,TRUE,33.9,43.7,40,18,43.7,9.9,1.3,Wales,Neath Port Talbot 017F,25,40.8,27.7,75,96,342,7.6,8.6,11,5.249999999999996
Neath Port Talbot,016C,Sandfields West 1,W01000961,25.6,TRUE,FALSE,24,25.7,34.9,28.2,26,2.9,16.2,Wales,Neath Port Talbot 016C,22,29.4,23.2,84,97,377,7.5,8.5,8.5,-6.150000000000003
Neath Port Talbot,016D,Sandfields West 2,W01000962,68.2,TRUE,FALSE,53.3,57.6,81.8,38.9,23,7.1,12.1,Wales,Neath Port Talbot 016D,31,55.6,39.4,76,89,306,6.9,8.7,9.4,20.05
Neath Port Talbot,016E,Sandfields West 3,W01000963,56.1,TRUE,FALSE,47.4,43.8,87.5,40,17.6,6.6,14.4,Wales,Neath Port Talbot 016E,30,49.4,35.1,82,92,336,9.5,8.4,10.7,13.849999999999998
Neath Port Talbot,016F,Sandfields West 4,W01000964,58.2,TRUE,FALSE,42.5,45.7,53.4,25.9,20.3,15.1,5.9,Wales,Neath Port Talbot 016F,31,50.6,35.2,79,91,336,6.3,8.2,9.6,15.05
Neath Port Talbot,002C,Seven Sisters,W01000965,24.1,FALSE,FALSE,21.2,23.3,20.9,12.6,8.7,24.6,13.4,Wales,Neath Port Talbot 002C,22,28.4,21.4,81,102,402,6.2,8.4,10.2,-7.150000000000003
Neath Port Talbot,018E,Tai-bach 1,W01000966,28.5,FALSE,FALSE,22.9,16.7,15.3,13.4,34,32.7,8,Wales,Neath Port Talbot 018E,21,31.7,22,78,99,392,4.1,7,6.3,-3.8500000000000023
Neath Port Talbot,019C,Tai-bach 2,W01000967,45,FALSE,TRUE,40.1,36,50.6,49.2,54.3,20.1,10.4,Wales,Neath Port Talbot 019C,25,42.8,29.1,79,93,391,7.7,8.7,8.9,7.249999999999996
Neath Port Talbot,019D,Tai-bach 3,W01000968,29.3,FALSE,FALSE,22.6,16.3,16.1,20.3,37,21.1,9.8,Wales,Neath Port Talbot 019D,20,32.2,21,80,102,372,6.1,7.4,6.9,-3.3499999999999988
Neath Port Talbot,009D,Tonna 1,W01000969,2.3,FALSE,FALSE,6.8,5.2,13.9,3.9,15.5,12.5,0.4,Wales,Neath Port Talbot 009D,10,7.1,7.4,86,103,429,6.8,5.4,5.4,-28.45
Neath Port Talbot,005D,Tonna 2,W01000970,16.2,FALSE,FALSE,24.2,23.6,58.2,5.2,19.7,22.9,3.8,Wales,Neath Port Talbot 005D,14,21.7,16.6,75,98,382,7.1,6.5,8.1,-13.850000000000001
Neath Port Talbot,004G,Trebanos,W01000971,24.4,FALSE,FALSE,22.5,17.1,35.4,8.5,14.8,21.5,13.3,Wales,Neath Port Talbot 004G,16,28.7,19.5,78,101,389,8.6,6.9,6.9,-6.850000000000002
Neath Port Talbot,001F,Ystalyfera 1,W01000972,28,FALSE,FALSE,20,27.3,10.6,17.8,16,6.9,11.8,Wales,Neath Port Talbot 001F,26,31.1,23.4,80,96,381,5.4,6.7,9.6,-4.45
Neath Port Talbot,001G,Ystalyfera 2,W01000973,35.6,FALSE,TRUE,25.6,19.1,33.9,17,43.7,0.4,2.9,Wales,Neath Port Talbot 020F,26,36.2,27.9,81,101,384,6.8,7.7,8,0.6500000000000015
Rhondda Cynon Taf,005A,Aberaman North 1,W01001137,40.9,FALSE,TRUE,31.5,25.5,41.9,46.9,2.1,5.8,30.6,Wales,Rhondda Cynon Taf 005A,23,40.6,26.6,84,96,337,5.8,7.1,8.9,2.6500000000000012
Rhondda Cynon Taf,005B,Aberaman North 2,W01001138,26.8,FALSE,FALSE,22.9,22.8,14.7,44.1,15.6,21.2,14,Wales,Rhondda Cynon Taf 005B,24,30.2,24.8,82,102,350,4.5,8.1,9.2,-7.750000000000001
Rhondda Cynon Taf,005C,Aberaman North 3,W01001139,20.3,FALSE,FALSE,27.5,22.5,61.8,38.5,7.2,21.1,9,Wales,Rhondda Cynon Taf 005C,19,25.1,18.3,82,99,360,9.4,8.1,8.2,-12.849999999999998
Rhondda Cynon Taf,005D,Aberaman South 1,W01001140,52.5,FALSE,TRUE,33.2,20.9,13.2,38.8,13.6,31.2,30.2,Wales,Rhondda Cynon Taf 005D,24,47.5,29,80,106,369,4.3,8.8,9.6,9.55
Rhondda Cynon Taf,005E,Aberaman South 2,W01001141,34.9,FALSE,FALSE,40.4,38.1,83.5,27.9,15.6,27.4,20.2,Wales,Rhondda Cynon Taf 005E,26,35.9,28.3,81,97,323,10.9,9.3,10,-2.0500000000000016
Rhondda Cynon Taf,005F,Aberaman South 3,W01001142,54.2,FALSE,TRUE,44.3,34.6,59.8,31,12,23.1,59.3,Wales,Rhondda Cynon Taf 005F,30,48.3,32.5,83,101,299,6.8,8.7,12.6,10.349999999999998
Rhondda Cynon Taf,012A,Abercynon 1,W01001143,19.4,FALSE,FALSE,17.1,23.5,6.5,16.3,7.9,17.1,25.1,Wales,Rhondda Cynon Taf 012A,15,24.5,16.8,82,97,427,3.7,6.9,10.5,-13.45
Rhondda Cynon Taf,012B,Abercynon 2,W01001144,65,FALSE,TRUE,52.5,89.1,38.4,53.2,0.5,24.1,25.4,Wales,Rhondda Cynon Taf 012B,32,54.5,38,72,88,318,9.4,10.3,18.3,16.55
Rhondda Cynon Taf,012C,Abercynon 3,W01001145,21.1,TRUE,FALSE,28.2,64,28.3,35.1,0.6,7.1,31.8,Wales,Rhondda Cynon Taf 012C,23,25.8,23,80,90,327,8,9.6,13.8,-12.149999999999999
Rhondda Cynon Taf,012D,Abercynon 4,W01001146,14.4,FALSE,FALSE,15.7,16.1,27.1,25.8,6.6,6.3,8.4,Wales,Rhondda Cynon Taf 012D,16,20.2,15.2,83,99,491,5.5,7.3,9.2,-17.75
Rhondda Cynon Taf,004A,Aberdare East 1,W01001147,5.8,FALSE,FALSE,11.3,12.5,22.7,5.1,20.8,5.9,14.9,Wales,Rhondda Cynon Taf 004A,15,11.4,13.9,85,104,395,5.6,6.3,8.3,-26.55
Rhondda Cynon Taf,002A,Aberdare East 2,W01001148,26.2,FALSE,FALSE,29,19.1,60.9,42.3,25.1,2.4,28.2,Wales,Rhondda Cynon Taf 002A,20,29.8,20.9,84,100,357,5.4,7.6,8,-8.149999999999999
Rhondda Cynon Taf,003A,Aberdare East 3,W01001149,26.1,FALSE,FALSE,18.3,21,21.5,23.1,0.9,1.3,3.7,Wales,Rhondda Cynon Taf 003A,19,29.7,20.6,85,96,373,8,6.9,8.5,-8.25
Rhondda Cynon Taf,003B,Aberdare East 4,W01001150,38.7,FALSE,TRUE,31.7,36.1,30.2,54.6,17.5,0.3,37.6,Wales,Rhondda Cynon Taf 003B,23,38.6,27.6,80,97,338,6.7,7.9,10.6,0.6500000000000015
Rhondda Cynon Taf,003C,Aberdare West/Llwydcoed 1,W01001151,12.7,FALSE,FALSE,10,10.5,11.2,6.9,0.8,10.4,1.9,Wales,Rhondda Cynon Taf 003C,13,18.5,11.9,87,104,389,6.2,6.4,7.5,-19.45
Rhondda Cynon Taf,002B,Aberdare West/Llwydcoed 2,W01001152,11.3,FALSE,FALSE,12.6,12.3,5.7,7.2,10.4,34.8,2.5,Wales,Rhondda Cynon Taf 002B,15,16.9,14.5,83,104,389,1.9,6.5,7.7,-21.05
Rhondda Cynon Taf,002C,Aberdare West/Llwydcoed 3,W01001153,31.4,FALSE,FALSE,22.9,32.6,16,14,4.2,7.8,23.6,Wales,Rhondda Cynon Taf 002C,22,33.5,25.5,82,99,334,3.9,8.1,10.7,-4.45
Rhondda Cynon Taf,003D,Aberdare West/Llwydcoed 4,W01001154,23.3,FALSE,FALSE,20.2,28.6,9.9,18.8,1.3,19.4,29.4,Wales,Rhondda Cynon Taf 003D,23,27.8,22.2,82,97,323,7.1,7.7,8.9,-10.149999999999999
Rhondda Cynon Taf,002D,Aberdare West/Llwydcoed 5,W01001155,32.7,FALSE,FALSE,23.8,24.1,14,21.7,29.4,6.9,29.6,Wales,Rhondda Cynon Taf 002D,20,34.2,23.6,81,103,318,4.3,8.2,9,-3.7499999999999973
Rhondda Cynon Taf,003E,Aberdare West/Llwydcoed 6,W01001156,0.6,FALSE,FALSE,5.5,4.9,7.8,0.5,1.8,23.3,1.9,Wales,Rhondda Cynon Taf 003E,7,3.9,3.4,86,110,434,3.9,6.2,6.6,-34.050000000000004
Rhondda Cynon Taf,028A,Beddau 1,W01001157,17.1,FALSE,FALSE,14.3,19.9,7.9,7.1,23,5.6,16.6,Wales,Rhondda Cynon Taf 028A,12,22.5,11.8,84,101,370,4.5,7.3,9.2,-15.45
Rhondda Cynon Taf,028B,Beddau 2,W01001158,28.7,FALSE,FALSE,26.6,36.7,36.2,19.9,5.9,10,19.3,Wales,Rhondda Cynon Taf 028B,17,31.7,20.9,80,98,324,7.3,8,11.2,-6.250000000000001
Rhondda Cynon Taf,028C,Beddau 3,W01001159,5.6,FALSE,FALSE,9.6,2.7,17.9,1.5,27.2,16.7,5.3,Wales,Rhondda Cynon Taf 028C,7,11.2,8.8,84,111,488,6,6.2,5.1,-26.75
Rhondda Cynon Taf,029A,Brynna 1,W01001160,5.8,FALSE,FALSE,9.9,19.9,4.4,10,4.6,21.7,2.1,Wales,Rhondda Cynon Taf 029A,10,11.5,8.8,84,99,352,3.1,6.5,8.9,-26.45
Rhondda Cynon Taf,029B,Brynna 2,W01001161,21.2,FALSE,FALSE,24.8,30.7,32.3,12.1,6.8,36,16,Wales,Rhondda Cynon Taf 029B,15,26.1,17.9,84,98,316,7.3,6.8,11.2,-11.849999999999998
Rhondda Cynon Taf,025A,Church Village 1,W01001162,48.3,FALSE,FALSE,43.5,47.3,71,31.8,38.3,0.2,31.3,Wales,Rhondda Cynon Taf 025A,24,45,28,76,95,380,10.5,9.4,12.4,7.05
Rhondda Cynon Taf,027A,Church Village 2,W01001163,2,FALSE,FALSE,6.8,4.2,13.6,1.6,39.6,3.9,1.1,Wales,Rhondda Cynon Taf 027A,5,6.7,5.8,85,108,479,5.5,6.1,6.2,-31.25
Rhondda Cynon Taf,019A,Cilfynydd 1,W01001164,19.1,FALSE,FALSE,16.5,24.3,5.6,41.3,22.1,0,12.1,Wales,Rhondda Cynon Taf 019A,16,24.2,17.1,80,100,389,4.9,7.9,9.2,-13.75
Rhondda Cynon Taf,019B,Cilfynydd 2,W01001165,12.6,FALSE,FALSE,14.9,35,2.5,34.2,3.3,7.3,13.8,Wales,Rhondda Cynon Taf 019B,15,18.4,16.1,75,95,346,4.8,7.5,9,-19.55
Rhondda Cynon Taf,016A,Cwm Clydach 1,W01001166,54.3,FALSE,TRUE,46.9,45.8,53.7,52.2,0.3,37.3,47.8,Wales,Rhondda Cynon Taf 016A,27,48.4,31.8,79,96,384,7.2,10.1,12.3,10.45
Rhondda Cynon Taf,016B,Cwm Clydach 2,W01001167,28.9,FALSE,FALSE,28.2,38.6,25,23.8,0.4,33.9,25.6,Wales,Rhondda Cynon Taf 016B,22,31.9,23.2,80,95,358,8.6,8.7,10.4,-6.050000000000002
Rhondda Cynon Taf,004B,Cwmbach 1,W01001168,22.7,FALSE,FALSE,20.7,24.4,28.9,29.1,5.9,5.4,12.8,Wales,Rhondda Cynon Taf 004B,20,27.5,19.1,80,101,387,7.7,7.5,10,-10.45
Rhondda Cynon Taf,004C,Cwmbach 2,W01001169,40.7,FALSE,TRUE,39.6,54.2,54.5,48.7,12.2,12.3,22.8,Wales,Rhondda Cynon Taf 004C,36,40.5,34.1,76,94,254,8.2,9.1,10.3,2.55
Rhondda Cynon Taf,004D,Cwmbach 3,W01001170,4.2,FALSE,FALSE,10.8,8,27.8,9.6,4.8,18.7,1.2,Wales,Rhondda Cynon Taf 004D,11,9.5,7.9,83,110,375,8.5,5.8,7.6,-28.45
Rhondda Cynon Taf,017A,Cymmer (Rhondda Cynon Taf) 1,W01001171,13.7,FALSE,FALSE,15.5,17.5,14.4,20.6,33.3,12.2,6.7,Wales,Rhondda Cynon Taf 017A,17,19.3,15.9,80,99,477,7.9,7.4,8.6,-18.65
Rhondda Cynon Taf,020A,Cymmer (Rhondda Cynon Taf) 2,W01001172,23.3,FALSE,FALSE,14.9,13.7,11.4,19,4.5,2.9,10.2,Wales,Rhondda Cynon Taf 020A,20,27.9,19.4,82,103,439,3.8,6.9,8.3,-10.05
Rhondda Cynon Taf,020B,Cymmer (Rhondda Cynon Taf) 3,W01001173,53.5,FALSE,TRUE,40.1,65.4,22.1,45.1,5.6,8.2,35.8,Wales,Rhondda Cynon Taf 020B,31,48.1,34.8,80,90,356,6.3,10.9,12.7,10.150000000000002
Rhondda Cynon Taf,020C,Cymmer (Rhondda Cynon Taf) 4,W01001174,76.2,FALSE,TRUE,53.7,83.1,46.3,39,1.6,3,29.4,Wales,Rhondda Cynon Taf 020C,33,60.2,40.4,77,88,308,8.3,10.2,15.2,22.250000000000004
Rhondda Cynon Taf,009A,Ferndale 1,W01001175,16,FALSE,FALSE,15.9,18.3,14.4,20.8,8.9,1.5,43.7,Wales,Rhondda Cynon Taf 009A,20,21.6,18.6,83,100,372,3.8,6.6,8.7,-16.349999999999998
Rhondda Cynon Taf,013A,Ferndale 2,W01001176,25.4,FALSE,FALSE,18.4,23.6,13.3,14,3,9.1,15.8,Wales,Rhondda Cynon Taf 013A,20,29.2,20,78,99,411,5,8,8.5,-8.75
Rhondda Cynon Taf,009B,Ferndale 3,W01001177,27,FALSE,FALSE,21.6,22.2,11.9,14.7,38.3,10.8,26.7,Wales,Rhondda Cynon Taf 009B,23,30.3,23.7,83,98,401,4.2,7.9,8.6,-7.6499999999999995
Rhondda Cynon Taf,023A,Gilfach Goch 1,W01001178,31.5,TRUE,FALSE,31,48.7,39.6,21.5,0.4,25.4,5.9,Wales,Rhondda Cynon Taf 023A,20,33.5,22.2,80,97,306,8.1,8.7,13.7,-4.45
Rhondda Cynon Taf,023B,Gilfach Goch 2,W01001179,53.6,FALSE,TRUE,43.8,70.7,42.6,27.3,1,22.4,17.6,Wales,Rhondda Cynon Taf 023B,30,48,33.5,76,92,281,7.3,9.7,14,10.05
Rhondda Cynon Taf,015A,Glyncoch 1,W01001180,75.6,FALSE,TRUE,62.3,95.8,58.7,72,15.5,5.9,51,Wales,Rhondda Cynon Taf 015A,30,59.9,41,71,85,217,9.4,9.5,13.3,21.95
Rhondda Cynon Taf,015B,Glyncoch 2,W01001181,16.6,TRUE,FALSE,30.6,46.2,59.1,25.3,12,24.4,24.4,Wales,Rhondda Cynon Taf 015B,22,22.3,21.9,78,93,359,9.9,9.1,10.7,-15.649999999999999
Rhondda Cynon Taf,021A,Graig (Rhondda Cynon Taf) 1,W01001182,40.9,FALSE,FALSE,41.9,53.2,52.9,61.8,10.4,34.9,11,Wales,Rhondda Cynon Taf 021A,15,40.7,21.9,79,92,324,10.8,9.6,10.9,2.7500000000000027
Rhondda Cynon Taf,021B,Graig (Rhondda Cynon Taf) 2,W01001183,26.1,FALSE,FALSE,29,21.1,40.9,50.5,19,25.2,29.8,Wales,Rhondda Cynon Taf 021B,21,29.7,23.9,81,103,363,6.5,7.7,9.6,-8.25
Rhondda Cynon Taf,026A,Hawthorn 1,W01001184,12.3,TRUE,FALSE,19.6,24.3,26.5,10.5,54.9,3.3,36.2,Wales,Rhondda Cynon Taf 026A,16,18.2,15.1,85,98,300,6.2,7.3,8.2,-19.75
Rhondda Cynon Taf,022A,Hawthorn 2,W01001185,21.8,TRUE,FALSE,28.9,58.4,25.6,26.4,41.1,1,43.4,Wales,Rhondda Cynon Taf 022A,21,26.4,24.9,76,89,291,3.5,8.8,9.2,-11.55
Rhondda Cynon Taf,001A,Hirwaun 1,W01001186,19.4,FALSE,FALSE,20.1,19.6,21.5,9.7,21.4,29.6,10.9,Wales,Rhondda Cynon Taf 001A,15,24.6,15.6,86,101,383,4.9,8.4,9,-13.349999999999998
Rhondda Cynon Taf,001B,Hirwaun 2,W01001187,23.8,FALSE,FALSE,21.4,17.3,25.1,9.5,10.9,32.8,8.9,Wales,Rhondda Cynon Taf 001B,19,28.3,17.6,80,102,418,4.8,7.8,8.3,-9.649999999999999
Rhondda Cynon Taf,001C,Hirwaun 3,W01001188,58.1,FALSE,TRUE,31.6,27.3,16.1,32.1,8.1,7.6,4.7,Wales,Rhondda Cynon Taf 001C,33,50.5,31.7,86,97,368,8,7.7,11.1,12.55
Rhondda Cynon Taf,029C,Llanharan 1,W01001189,29.2,FALSE,FALSE,31.7,47,41.4,23.2,1.5,28.4,21.5,Wales,Rhondda Cynon Taf 029C,18,32.1,22.7,79,95,324,8.9,9.2,11.1,-5.849999999999999
Rhondda Cynon Taf,029D,Llanharan 2,W01001190,7.1,FALSE,FALSE,13.3,5.7,4.8,5.5,57.3,38.5,7.4,Wales,Rhondda Cynon Taf 029D,9,12.9,8.8,88,107,438,5.5,6.3,6.5,-25.05
Rhondda Cynon Taf,031A,Llanharry 1,W01001191,8.6,FALSE,FALSE,11.4,6.8,1.8,5.8,15.9,44.8,1.8,Wales,Rhondda Cynon Taf 031A,12,14.4,11.2,82,110,494,3.1,6.7,8.3,-23.55
Rhondda Cynon Taf,031B,Llanharry 2,W01001192,42.1,FALSE,TRUE,31.4,55,21.9,12.4,3.3,15.5,8,Wales,Rhondda Cynon Taf 031B,25,41.2,31.4,80,95,361,8.4,9.1,16.3,3.2500000000000027
Rhondda Cynon Taf,030A,Llantrisant Town 1,W01001193,2.8,FALSE,FALSE,4.3,7,1.5,5.5,17.8,1.3,4.3,Wales,Rhondda Cynon Taf 030A,8,7.8,7.4,85,107,397,3.8,5.3,7,-30.15
Rhondda Cynon Taf,030B,Llantrisant Town 2,W01001194,1.7,FALSE,FALSE,6.5,2.2,0.3,1,31.1,25.7,5.6,Wales,Rhondda Cynon Taf 030B,5,6.3,4.6,87,112,495,3.4,5.7,6.1,-31.65
Rhondda Cynon Taf,030C,Llantrisant Town 3,W01001195,11.3,FALSE,FALSE,12.9,30.1,7.8,5.9,9.5,6.2,12.3,Wales,Rhondda Cynon Taf 030C,15,17,14.6,79,100,355,3,6.4,13.3,-20.95
Rhondda Cynon Taf,027B,Llantwit Fardre 1,W01001196,12.2,FALSE,FALSE,10.9,5,5.7,6.7,42.3,12.8,3.6,Wales,Rhondda Cynon Taf 027B,6,17.9,9.6,87,109,434,3.7,6.4,6.7,-20.05
Rhondda Cynon Taf,027C,Llantwit Fardre 2,W01001197,1.1,FALSE,FALSE,13.6,2.4,5.4,0.2,21.2,86.4,0.3,Wales,Rhondda Cynon Taf 027C,6,5.1,4.1,90,110,490,2.4,6,6.1,-32.85
Rhondda Cynon Taf,027D,Llantwit Fardre 3,W01001198,4.5,FALSE,FALSE,12.5,7.5,12.1,2.6,51.8,29.4,10.2,Wales,Rhondda Cynon Taf 027D,7,9.9,6.6,84,106,436,4.9,5.4,7.7,-28.05
Rhondda Cynon Taf,027E,Llantwit Fardre 4,W01001199,9.9,FALSE,FALSE,19.4,17.1,41.7,4.6,50.1,14.9,11.8,Wales,Rhondda Cynon Taf 027E,8,15.9,10.2,80,104,381,7.7,6.3,9.1,-22.05
Rhondda Cynon Taf,014A,Llwyn-y-pia 1,W01001200,27.1,TRUE,FALSE,29.4,30.1,38.6,33.3,28.6,10,51.3,Wales,Rhondda Cynon Taf 014A,22,30.5,23.2,78,99,395,7.1,9.3,9,-7.45
Rhondda Cynon Taf,014B,Llwyn-y-pia 2,W01001201,43.2,FALSE,TRUE,32.3,48.4,2.8,32.1,32.2,20.2,31.9,Wales,Rhondda Cynon Taf 014B,30,41.9,31.3,79,90,363,3.2,9.7,9,3.9499999999999984
Rhondda Cynon Taf,009C,Maerdy 1,W01001202,67.8,FALSE,TRUE,47.7,60.4,27.4,55.1,34.5,2.9,47.9,Wales,Rhondda Cynon Taf 009C,32,55.4,33.3,78,92,285,4.6,8.4,12.4,17.45
Rhondda Cynon Taf,009D,Maerdy 2,W01001203,69.4,FALSE,TRUE,52.9,68.9,72.3,45.2,7.7,1.4,13.1,Wales,Rhondda Cynon Taf 009D,37,56.4,41.1,81,88,301,9.3,9.5,12.5,18.45
Rhondda Cynon Taf,006A,Mountain Ash East 1,W01001204,20.2,FALSE,FALSE,18.5,28.1,11.8,16.4,3.8,18.8,16.5,Wales,Rhondda Cynon Taf 006A,15,25.1,18.1,84,97,361,5.4,7.2,10.4,-12.849999999999998
Rhondda Cynon Taf,006B,Mountain Ash East 2,W01001205,22,FALSE,FALSE,20,27.4,11.8,24.8,7.3,26.3,6,Wales,Rhondda Cynon Taf 006B,24,26.9,22.4,80,99,370,2.8,7,10.9,-11.05
Rhondda Cynon Taf,006C,Mountain Ash West 1,W01001206,35,FALSE,FALSE,31.4,45.7,42.9,14.9,3.9,16.3,12.5,Wales,Rhondda Cynon Taf 006C,21,36,24.2,81,94,364,7.9,8.1,13.3,-1.95
Rhondda Cynon Taf,006D,Mountain Ash West 2,W01001207,75.3,FALSE,TRUE,50.9,58.7,36.2,65,5,21.9,18.7,Wales,Rhondda Cynon Taf 006D,31,59.6,41.5,72,93,345,7.4,7.8,14,21.650000000000002
Rhondda Cynon Taf,006E,Mountain Ash West 3,W01001208,36.3,FALSE,FALSE,31,35.2,44.4,28.8,5.6,10.1,19.9,Wales,Rhondda Cynon Taf 006E,27,36.6,25.5,81,99,404,4.6,9.2,12.6,-1.3499999999999985
