la,ONS Name,LSOA Name,LSOA Code,Income domain_Child Index 2011,fsPhase1,fsPhase2,Child Index 2011,Education domain_Child Index 2011,Health domain_Child Index 2011,Community Safety domain_Child Index 2011,Enviroment domain_Child Index 2011,Access to Services domain_Child Index 2011,Housing domain_Child Index 2011,...2,...3,employment-related benefits (% of working-age population) (1),deprivation,income-related benefits (% of population) (3),Key Stage 2 mean points score (4),Key Stage 3 mean points score (4),Key Stage 4 mean points score (5),low birth weight (% of live singleton babies) (6),Primary School absence rate (% of half day sessions missed) (7),Secondary School absence rate (% of half day sessions missed) (8),k
Cardiff,044C,Grangetown 8,W01001766,42.9,FALSE,FALSE,41.3,54.7,19.5,30.5,72,15.5,86.9,Wales,Cardiff 044C,16,41.8,32.4,78,90,341,5,9.4,10.4,-12.650000000000002
Cardiff,044D,Grangetown 9,W01001767,50,FALSE,FALSE,46.1,59.9,37.4,49.1,70.2,5.5,63.2,Wales,Cardiff 044D,15,46.2,29.4,75,91,340,6.8,10,11.4,-8.249999999999996
Cardiff,044E,Grangetown 10,W01001768,50.1,FALSE,FALSE,40.3,35.8,32.1,47.2,89.1,6.5,31.6,Wales,Cardiff 044E,16,46.2,33.7,78,95,376,5.9,8,10.2,-8.249999999999996
Cardiff,018A,Heath 1,W01001769,0.6,FALSE,FALSE,3,0.4,1.3,2.3,24.2,7.2,0.6,Wales,Cardiff 018A,5,3.9,3.8,89,115,467,3.5,4.4,5,-50.550000000000004
Cardiff,018B,Heath 2,W01001770,1.4,FALSE,FALSE,4.3,8.3,1.8,1.6,17.9,5.8,2.4,Wales,Cardiff 018B,8,5.7,8.9,81,98,460,4.5,4.2,5.8,-48.75
Cardiff,018C,Heath 3,W01001771,0.4,FALSE,FALSE,3.8,2.3,4.6,4.7,23.8,5.4,1.5,Wales,Cardiff 018C,6,3.5,4.5,87,111,475,4.9,4.7,6.6,-50.95
Cardiff,021A,Heath 4,W01001772,7,FALSE,FALSE,7.8,4.9,10.9,13.5,17.5,5.4,0.8,Wales,Cardiff 021A,9,12.7,8,87,106,421,5.2,4.4,7.2,-41.75
Cardiff,012A,Heath 5,W01001773,14.6,FALSE,FALSE,12.6,14.6,8.5,10.6,13.4,6.5,19.8,Wales,Cardiff 012A,7,20.2,11.1,82,104,360,4.7,6.2,8.6,-34.25
Cardiff,018D,Heath 6,W01001774,0.6,FALSE,FALSE,3.4,0.5,1.3,8.4,19.6,8.8,1.1,Wales,Cardiff 018D,3,4.2,4.3,89,115,469,2.9,4.4,5.1,-50.25
Cardiff,021B,Heath 7,W01001775,10.8,FALSE,FALSE,9.9,11.8,0.8,25.2,18.1,7.3,6.4,Wales,Cardiff 021B,9,16.6,11.4,88,105,360,2.4,5.8,9.6,-37.85
Cardiff,021C,Heath 8,W01001776,3.6,FALSE,FALSE,8.6,3.8,25.6,9.2,7.9,9.7,0.7,Wales,Cardiff 021C,7,8.9,6.8,87,109,430,7.3,4.7,6.5,-45.550000000000004
Cardiff,001A,Lisvane 1,W01001777,2.7,FALSE,FALSE,6.3,1.5,5.8,8.2,2.3,27.1,1.7,Wales,Cardiff 001A,5,7.7,4.3,92,110,507,4.3,5.5,5.8,-46.75
Cardiff,001B,Lisvane 2,W01001778,0.9,FALSE,FALSE,6.1,0.2,2.9,1.2,8.5,37.7,0.4,Wales,Cardiff 001B,3,4.7,2.8,92,116,484,3.4,3.7,4.7,-49.75
Cardiff,026A,Llandaff 1,W01001779,0.3,FALSE,FALSE,3.8,0.1,3.8,11.8,18.6,9.1,0.9,Wales,Cardiff 026A,6,3.1,5,91,115,518,5.3,3.9,4.8,-51.35
Cardiff,026B,Llandaff 2,W01001780,6.8,FALSE,FALSE,7.2,5.8,1.1,3,32,6.2,11.5,Wales,Cardiff 026B,5,12.6,6.6,85,109,465,3.3,5.3,8.2,-41.85
Cardiff,026C,Llandaff 3,W01001781,4.7,FALSE,FALSE,8.6,0.3,10.4,13.2,29.8,17.8,4.7,Wales,Cardiff 026C,11,10,10.4,89,113,527,4.8,4.4,4.8,-44.45
Cardiff,026D,Llandaff 4,W01001782,1.3,FALSE,FALSE,5,1.7,6.4,8.3,21.6,10.2,2,Wales,Cardiff 026D,6,5.4,5.4,89,108,467,5,4.2,5.8,-49.050000000000004
Cardiff,026E,Llandaff 5,W01001783,1.4,FALSE,FALSE,2.7,2.1,0.9,2.2,17.1,3.1,2.8,Wales,Cardiff 026E,4,5.6,5.3,91,109,452,2.7,4.3,6.4,-48.85
Cardiff,026F,Llandaff 6,W01001784,1.1,FALSE,FALSE,4.2,4.4,0.7,4,18.4,5.4,15.2,Wales,Cardiff 026F,6,5,5.7,85,109,462,2,5.7,6.7,-49.45
Cardiff,023A,Llandaff North 1,W01001785,53,FALSE,FALSE,43.3,54.3,35.1,48.5,36.3,13.6,39.5,Wales,Cardiff 023A,20,47.8,34.2,79,94,320,7.9,9,13.6,-6.650000000000003
Cardiff,023B,Llandaff North 2,W01001786,27.7,FALSE,FALSE,22.6,34.6,11.2,26.6,29.4,4,17.6,Wales,Cardiff 023B,11,31,19.7,80,98,290,5.8,6.7,11.5,-23.45
Cardiff,023C,Llandaff North 3,W01001787,32.6,FALSE,FALSE,32.6,43.2,40.7,23.9,36.7,19.1,12.5,Wales,Cardiff 023C,18,34.2,24.4,77,97,346,6.5,8.9,11.7,-20.249999999999996
Cardiff,023D,Llandaff North 4,W01001788,40.8,FALSE,FALSE,42.5,77.2,26.6,48.4,36.5,17.6,48.7,Wales,Cardiff 023D,21,40.7,30.9,76,88,318,5.4,8,15.9,-13.749999999999996
Cardiff,023E,Llandaff North 5,W01001789,12.7,FALSE,FALSE,12.8,13,7.9,24.6,20.7,7.5,17.5,Wales,Cardiff 023E,10,18.5,13.2,85,105,369,3.5,5.1,9.8,-35.95
Cardiff,023F,Llandaff North 6,W01001790,39.4,FALSE,FALSE,30.4,46,22.6,14.7,16.6,8.9,29.3,Wales,Cardiff 023F,14,39.3,24.1,79,96,315,4.6,7.9,13.5,-15.150000000000002
Cardiff,005A,Llanishen 1,W01001791,14.7,FALSE,FALSE,9.4,2.5,5.9,14.8,12.4,1.3,16.1,Wales,Cardiff 005A,9,20.3,12.9,85,114,489,3.7,5.4,7,-34.150000000000006
Cardiff,005B,Llanishen 2,W01001792,49.2,FALSE,FALSE,36.3,20.8,60.6,19.8,15.3,5.3,35.9,Wales,Cardiff 005B,20,45.7,30.9,84,102,343,12.3,6.4,11.1,-8.749999999999996
Cardiff,002A,Llanishen 3,W01001793,1.9,FALSE,FALSE,7.8,2.5,6.3,1.5,13.9,37.2,2,Wales,Cardiff 002A,5,6.5,5.8,84,113,480,4.1,5,6.7,-47.95
Cardiff,001C,Llanishen 4,W01001794,4.4,FALSE,FALSE,7.2,1.6,5.1,3.7,14,26.8,2,Wales,Cardiff 001C,5,9.9,6.2,89,111,466,5.6,4.9,5.8,-44.550000000000004
Cardiff,002B,Llanishen 5,W01001795,1.7,FALSE,FALSE,7.5,2.9,4.9,5.9,16.3,32.1,4.8,Wales,Cardiff 002B,5,6,5.4,85,108,455,1.9,4.9,5.5,-48.45
Cardiff,002C,Llanishen 6,W01001796,5.1,FALSE,FALSE,6.9,3.7,1.8,6.4,14.4,19.1,8.4,Wales,Cardiff 002C,8,10.8,9.5,84,111,447,3.4,5.1,6.3,-43.650000000000006
Cardiff,005C,Llanishen 7,W01001797,10.3,FALSE,FALSE,9,5.1,8.2,11.3,19,4.5,10.8,Wales,Cardiff 005C,8,16.2,10.5,84,110,425,4.4,5.1,7.7,-38.25
Cardiff,002D,Llanishen 8,W01001798,1.2,FALSE,FALSE,6.3,1.7,11.5,4.8,11.4,21.3,0.9,Wales,Cardiff 002D,6,5.4,6.3,88,109,500,5.4,4.7,5.6,-49.050000000000004
Cardiff,001D,Llanishen 9,W01001799,0.6,FALSE,FALSE,6.8,0.2,28.2,1.8,12.9,6.5,0.5,Wales,Cardiff 001D,5,3.9,5.4,91,118,555,9.7,4.5,5.5,-50.550000000000004
Cardiff,005D,Llanishen 10,W01001800,23.2,FALSE,FALSE,19.1,17.9,18.4,20.8,22.7,1.7,29.7,Wales,Cardiff 005D,15,27.8,23.4,84,100,353,4.5,5.8,8.6,-26.65
Cardiff,005E,Llanishen 11,W01001801,18.2,FALSE,FALSE,15.7,19.5,13,10.3,23,9.8,8.6,Wales,Cardiff 005E,10,23.5,16.9,83,104,381,4.2,6.7,11.3,-30.95
Cardiff,007A,Llanrumney 1,W01001802,17,FALSE,FALSE,23.7,22.3,49.6,45.4,16.7,2.3,21.7,Wales,Cardiff 007A,16,22.5,20.9,82,99,377,8.7,7.5,8.5,-31.95
Cardiff,015A,Llanrumney 2,W01001803,35.9,FALSE,FALSE,31,39.7,20,46.7,30.9,2.5,50.9,Wales,Cardiff 015A,20,36.3,30,82,97,312,3.9,8.9,10.2,-18.150000000000002
Cardiff,015B,Llanrumney 3,W01001804,38.3,TRUE,TRUE,37.9,41.4,49.3,43.6,40.5,7.1,47.2,Wales,Cardiff 015B,16,38.5,26.6,82,95,297,5.7,7.6,11,-15.95
Cardiff,015C,Llanrumney 4,W01001805,52,FALSE,FALSE,42.9,32.8,55.9,56.8,41.2,3,48.8,Wales,Cardiff 015C,22,47.4,31.8,76,98,348,8.3,8.6,9.1,-7.050000000000002
Cardiff,015D,Llanrumney 5,W01001806,13.9,FALSE,FALSE,21.8,17.2,39.9,34,54.2,2.6,23.6,Wales,Cardiff 015D,13,19.4,14.7,83,102,349,5.4,6.6,8.4,-35.050000000000004
Cardiff,007B,Llanrumney 6,W01001807,64.8,TRUE,TRUE,50.9,66.9,37.6,56.3,33.1,11.4,53.6,Wales,Cardiff 007B,24,54.3,39.5,77,92,255,7.5,9.4,12.3,-0.15000000000000285
Cardiff,007C,Llanrumney 7,W01001808,76.6,TRUE,TRUE,58.5,72,51.3,61.3,37.1,5.7,60.9,Wales,Cardiff 007C,23,60.5,42.8,80,91,239,7,8.9,13.7,6.05
Cardiff,017A,Pentwyn 1,W01001809,15.9,FALSE,FALSE,16,15.2,22.7,27,23.7,3.6,5.7,Wales,Cardiff 017A,12,21.6,15.4,86,100,378,7.6,6.3,8.1,-32.85
Cardiff,017B,Pentwyn 2,W01001810,56.2,FALSE,FALSE,40.6,46.5,41.8,57.2,21.9,1.7,11,Wales,Cardiff 017B,21,49.4,36.3,80,96,307,9.4,9.3,11.5,-5.050000000000002
Cardiff,009A,Pentwyn 3,W01001811,100,FALSE,FALSE,64.7,90.9,35.3,89.1,31.4,1.1,6.3,Wales,Cardiff 009A,24,80.6,52.9,75,87,206,6.7,9.6,14.4,26.149999999999995
Cardiff,017C,Pentwyn 4,W01001812,28.6,FALSE,FALSE,22.1,25.7,27.7,27.2,8,0.8,10.3,Wales,Cardiff 017C,12,31.8,21.2,83,98,317,5.6,7.7,8.6,-22.65
Cardiff,017D,Pentwyn 5,W01001813,55.5,FALSE,FALSE,38.5,42.9,29.9,70.7,16,0.1,18.8,Wales,Cardiff 017D,28,49.2,37.8,83,94,285,6.5,8.7,10.1,-5.249999999999997
Cardiff,017E,Pentwyn 6,W01001814,16,FALSE,FALSE,18.2,10.6,33.3,18.5,14.4,0.1,49.9,Wales,Cardiff 017E,13,21.7,14.4,86,102,376,5.7,5.9,6.6,-32.75
Cardiff,008D,Pentwyn 7,W01001815,20.4,FALSE,FALSE,17.3,19.8,5.3,25.4,35.2,10.5,14.9,Wales,Cardiff 008D,10,25.1,14.8,84,100,333,5.9,6.3,9.1,-29.349999999999998
Cardiff,009B,Pentwyn 8,W01001816,65.8,FALSE,FALSE,42.2,47.9,18.9,33.4,46.4,3.8,36.6,Wales,Cardiff 009B,20,54.6,33.4,81,95,283,6.9,8.5,11.6,0.1500000000000014
Cardiff,009C,Pentwyn 9,W01001817,27.2,FALSE,FALSE,24.2,27,18.9,33.6,34.8,11.4,18.6,Wales,Cardiff 009C,12,30.6,16.9,78,99,363,4.7,7.3,9.5,-23.849999999999998
Cardiff,009D,Pentwyn 10,W01001818,32.3,FALSE,FALSE,25.5,18.6,30.1,27.9,40,6.9,12.3,Wales,Cardiff 009D,12,34,20.4,83,102,365,9.1,7.4,9.2,-20.45
Cardiff,014D,Pentyrch 1,W01001819,5.1,FALSE,FALSE,8.9,2,4.6,6.2,5.5,42.3,2.7,Wales,Cardiff 014D,6,10.6,7.3,86,112,484,3.8,4.9,6.3,-43.85
Cardiff,006A,Pentyrch 2,W01001820,3.5,FALSE,FALSE,9.1,1,14.2,1.9,31.9,24.6,2.9,Wales,Cardiff 006A,9,8.8,8.9,90,115,471,5.2,4.5,6.4,-45.650000000000006
Cardiff,024A,Penylan 1,W01001821,1.3,FALSE,FALSE,4.2,1.6,6.2,4.4,26.7,3.7,0.8,Wales,Cardiff 024A,3,5.6,6.7,88,111,515,5.5,5.4,5.7,-48.85
Cardiff,029A,Penylan 2,W01001822,15,FALSE,FALSE,12.1,3.5,2.4,12.8,51.6,9.2,11.1,Wales,Cardiff 029A,9,20.6,13.3,87,112,450,3.6,5.3,7.5,-33.85
Cardiff,029B,Penylan 3,W01001823,4.9,FALSE,FALSE,6.9,3.1,1.1,7.5,54.6,2.3,5.8,Wales,Cardiff 029B,5,10.4,8.6,91,109,462,2.8,5.1,6.8,-44.050000000000004
Cardiff,029C,Penylan 4,W01001824,10.7,FALSE,FALSE,14.5,3.6,9.5,31.9,69.4,0.3,37.5,Wales,Cardiff 029C,10,16.4,12.7,86,111,471,6.8,4.8,8.5,-38.050000000000004
Cardiff,029D,Penylan 5,W01001825,8.5,FALSE,FALSE,15.5,7.5,4.3,34.9,84,13.4,26.3,Wales,Cardiff 029D,14,14.4,16.2,82,109,411,4.4,5.5,7.4,-40.050000000000004
Cardiff,024B,Penylan 6,W01001826,5.2,FALSE,FALSE,10.5,3,31.1,9.7,29,1.9,4.6,Wales,Cardiff 024B,6,10.8,6.7,87,111,425,10.9,4.8,6,-43.650000000000006
Cardiff,024C,Penylan 7,W01001827,4.2,FALSE,FALSE,6.6,0.6,4.5,6.2,39.9,10.9,0.7,Wales,Cardiff 024C,5,9.6,6.4,86,120,515,5.2,5.7,5.7,-44.85
Cardiff,024D,Penylan 8,W01001828,3.1,FALSE,FALSE,4.6,2.9,0.8,11.1,18.6,6.2,4.8,Wales,Cardiff 024D,7,8.1,6.1,90,107,447,0.9,4.6,6.6,-46.35
Cardiff,033A,Plasnewydd 1,W01001829,46.3,FALSE,FALSE,33.1,15.2,38.1,36,4.3,3.3,78.3,Wales,Cardiff 033A,7,43.8,14.1,86,105,426,6.8,8.3,9.5,-10.650000000000002
Cardiff,033B,Plasnewydd 2,W01001830,27.5,FALSE,FALSE,29.3,20.4,46.4,53.1,12.3,2.7,63.8,Wales,Cardiff 033B,18,30.6,19.3,81,102,397,5.9,8.5,8.7,-23.849999999999998
Cardiff,030A,Plasnewydd 3,W01001831,15.7,FALSE,FALSE,16.4,19.6,16.4,14.5,6.2,0.8,55.4,Wales,Cardiff 030A,7,21.4,12,80,101,431,4.9,7.1,10.3,-33.050000000000004
Cardiff,033C,Plasnewydd 4,W01001832,6.9,FALSE,FALSE,26.8,91.6,4.8,38.1,5.4,5,75.9,Wales,Cardiff 033C,9,12.7,9.8,83,83,255,9.2,10.9,14.9,-41.75
Cardiff,033D,Plasnewydd 5,W01001833,18.8,FALSE,FALSE,14.7,4.8,4.3,52.6,28.2,4.6,16,Wales,Cardiff 033D,16,24,20.7,87,112,442,2.6,5.8,8.2,-30.45
Cardiff,033E,Plasnewydd 6,W01001834,36.2,FALSE,FALSE,28.9,39.5,14.9,22.9,14.1,0.7,73.1,Wales,Cardiff 033E,10,36.7,15.5,82,99,333,4.7,10.6,10.5,-17.749999999999996
Cardiff,033F,Plasnewydd 7,W01001835,31.1,FALSE,FALSE,27.2,15.3,50.4,21.4,27.8,0.3,32.2,Wales,Cardiff 033F,23,33.3,27.8,85,106,424,7.8,8.1,10.1,-21.150000000000002
Cardiff,030B,Plasnewydd 8,W01001836,12.2,FALSE,FALSE,10.9,2.1,8.3,28.4,26.6,5,14.2,Wales,Cardiff 030B,6,18,11.3,88,114,507,6.7,5.9,6.9,-36.45
Cardiff,030C,Plasnewydd 9,W01001837,18.1,FALSE,FALSE,15.4,16,3.6,15,11.8,6.8,51.4,Wales,Cardiff 030C,7,23.4,11,85,108,370,3.9,8.8,9,-31.05
Cardiff,030D,Plasnewydd 10,W01001838,16.2,FALSE,FALSE,15.6,8.2,27.3,18.2,12.8,0.2,31,Wales,Cardiff 030D,6,21.8,10.9,85,110,388,6.8,6.9,7.6,-32.650000000000006
Cardiff,030E,Plasnewydd 11,W01001839,52.9,FALSE,FALSE,35,21.5,53.6,27.2,5.6,2.7,19.4,Wales,Cardiff 030E,5,47.8,12.9,81,100,396,8.9,7.7,8.7,-6.650000000000003
Cardiff,007D,Pontprennau/Old St. Mellons 1,W01001840,7.4,FALSE,FALSE,12.9,14.9,14.8,28.5,15.8,13,15.8,Wales,Cardiff 007D,12,13.2,12.5,86,102,329,8.6,5.5,8.9,-41.25
Cardiff,003A,Pontprennau/Old St. Mellons 2,W01001841,10.5,FALSE,FALSE,9.7,8.6,12.8,8.8,1.8,12.9,2,Wales,Cardiff 003A,5,16.3,10.4,85,107,398,6.8,6.6,6.9,-38.150000000000006
Cardiff,003B,Pontprennau/Old St. Mellons 3,W01001842,3,FALSE,FALSE,5,6.7,4.9,5.8,2.7,10.5,2.4,Wales,Cardiff 003B,3,8,5.1,84,112,420,4.6,6.9,7.1,-46.45
Cardiff,003C,Pontprennau/Old St. Mellons 4,W01001843,1.8,FALSE,FALSE,10.2,6.6,12.4,15,21.4,29.6,7.8,Wales,Cardiff 003C,3,6.3,5.2,83,109,427,5.7,6.2,6.4,-48.150000000000006
Cardiff,003D,Pontprennau/Old St. Mellons 5,W01001844,13.1,FALSE,FALSE,16.7,10.6,40.7,13,10.3,12.8,6.1,Wales,Cardiff 003D,7,18.8,12,85,106,393,7.5,6.4,7.3,-35.650000000000006
Cardiff,006B,Radyr 1,W01001845,5.1,FALSE,FALSE,7,0.2,13.1,5.1,26.5,7,3.2,Wales,Cardiff 006B,6,10.7,7.6,91,122,506,4.1,4.6,5.7,-43.75
Cardiff,006C,Radyr 2,W01001846,3.6,FALSE,FALSE,8.5,1.5,6.1,3.9,37.8,24.3,7.7,Wales,Cardiff 006C,5,9,6.9,89,117,423,4.2,4.4,7.1,-45.45
Cardiff,006D,Radyr 3,W01001847,5.3,FALSE,FALSE,6.5,0.2,3.6,4.1,40.7,10.3,0.1,Wales,Cardiff 006D,5,11,5.5,90,120,491,4.3,4,5.8,-43.45
Cardiff,012B,Rhiwbina 1,W01001848,0.2,FALSE,FALSE,2.8,1.3,1.9,1.7,10.8,10.1,2.2,Wales,Cardiff 012B,5,2.4,5.1,85,112,474,2.8,4.1,5.6,-52.050000000000004
Cardiff,004A,Rhiwbina 2,W01001849,0.3,FALSE,FALSE,8.7,1.8,7.4,3,31.1,39.5,2.5,Wales,Cardiff 004A,5,2.7,3.8,88,111,464,5.8,4.5,6.7,-51.75
Cardiff,012C,Rhiwbina 3,W01001850,0.2,FALSE,FALSE,5.1,0.6,8.8,5.2,16.7,16.7,0.1,Wales,Cardiff 012C,5,2.6,3.6,87,115,488,4.9,4.2,5.3,-51.85
Cardiff,012D,Rhiwbina 4,W01001851,1.6,FALSE,FALSE,4.3,1.5,1.6,8.3,29.3,7.1,0.1,Wales,Cardiff 012D,7,6,7.2,87,111,468,4.9,4.4,5.7,-48.45
Cardiff,004B,Rhiwbina 5,W01001852,0.5,FALSE,FALSE,6.8,1.1,4.3,3.9,13.9,37.6,0.3,Wales,Cardiff 004B,4,3.6,3.9,90,111,468,3.8,3.9,6.4,-50.85
Cardiff,004C,Rhiwbina 6,W01001853,4.6,FALSE,FALSE,6.7,1.4,9.3,1.8,4.7,18.2,10.5,Wales,Cardiff 004C,6,10,4.8,89,110,478,2.7,4.1,6,-44.45
Cardiff,004D,Rhiwbina 7,W01001854,1.7,FALSE,FALSE,6.7,0.7,10.7,6,6.3,28,0.1,Wales,Cardiff 004D,5,6.2,6.6,90,115,466,5,3.7,6.9,-48.25
Cardiff,042A,Riverside 1,W01001855,54.9,FALSE,FALSE,40.5,40.5,28.1,39.3,32.8,6.1,69.9,Wales,Cardiff 042A,22,48.9,36.4,80,95,376,6.8,9.4,9.8,-5.550000000000002
Cardiff,042B,Riverside 2,W01001856,44.1,FALSE,FALSE,49.9,55.8,55.5,83.1,48.7,18,82.6,Wales,Cardiff 042B,29,42.6,40.4,81,91,330,8.5,9.9,11.1,-11.849999999999998
Cardiff,042C,Riverside 3,W01001857,81.8,FALSE,FALSE,55,60.3,35.7,47,42.4,1.8,66.7,Wales,Cardiff 042C,29,63.5,42.7,76,94,268,11,8.3,12.9,9.05
Cardiff,034A,Riverside 4,W01001858,10.7,FALSE,FALSE,11.3,9.8,1.7,25.9,15.4,13.3,23,Wales,Cardiff 034A,9,16.5,14,89,108,348,2.5,6.2,8.6,-37.95
Cardiff,034B,Riverside 5,W01001859,9.1,FALSE,FALSE,8.7,7.4,3,19.3,17.3,8.5,8.1,Wales,Cardiff 034B,11,14.8,14.7,87,105,441,4.8,5.2,8.3,-39.650000000000006
Cardiff,034C,Riverside 6,W01001860,4.5,FALSE,FALSE,7,4.5,6.8,17.6,21.7,1.5,14.4,Wales,Cardiff 034C,9,9.9,11.3,83,113,448,4.1,6.5,6.4,-44.550000000000004
Cardiff,034D,Riverside 7,W01001861,5.9,FALSE,FALSE,7.8,4.4,1.6,26.2,23.4,3,20.9,Wales,Cardiff 034D,8,11.7,11.1,87,110,452,5.2,6.4,6.7,-42.75
Cardiff,042D,Riverside 8,W01001862,63.1,FALSE,FALSE,42.8,36.9,18.3,46.1,24,15.2,81.4,Wales,Cardiff 042D,18,53.3,32.3,80,97,341,6.8,9.7,8.9,-1.1500000000000028
Cardiff,022A,Rumney 1,W01001863,21.9,FALSE,FALSE,21.2,20.1,16.9,21.1,52,4.4,35.6,Wales,Cardiff 022A,12,26.4,17,85,100,388,5.1,7.8,9.4,-28.05
Cardiff,022B,Rumney 2,W01001864,12.1,TRUE,FALSE,12.8,14.5,9.7,18.2,30.5,4.9,13,Wales,Cardiff 022B,8,17.8,11,83,103,386,3.6,7.7,7.4,-36.650000000000006
Cardiff,022C,Rumney 3,W01001865,7.6,FALSE,FALSE,12.6,15.4,5,18.3,51.5,15,5.7,Wales,Cardiff 022C,9,13.5,10.3,89,99,341,3.9,5.8,8.3,-40.95
Cardiff,016A,Rumney 4,W01001866,36,TRUE,TRUE,33.4,53.8,28.8,60.9,22.2,2.3,20,Wales,Cardiff 016A,19,36.4,26.8,82,93,290,7.1,8.7,12.9,-18.05
Cardiff,016B,Rumney 5,W01001867,62.7,TRUE,TRUE,52,71.2,42.8,85.9,26.8,3.8,49,Wales,Cardiff 016B,26,53.1,41.1,80,94,277,6.2,9.7,16.2,-1.3499999999999985
Cardiff,022D,Rumney 6,W01001868,47.5,TRUE,TRUE,40.5,56.3,38.5,61.6,34.2,1.9,24.3,Wales,Cardiff 022D,20,44.5,29.6,77,93,316,5.7,7.9,13.3,-9.95
Cardiff,038A,Splott 1,W01001869,34.9,FALSE,FALSE,29.8,29,20.9,21.4,79.8,1.9,41.4,Wales,Cardiff 038A,16,35.9,23.3,85,99,352,6,8,10.8,-18.55
Cardiff,037A,Splott 2,W01001870,36.1,FALSE,FALSE,31.9,31.8,20.5,50.2,88.6,0.5,26.8,Wales,Cardiff 037A,15,36.5,22.7,82,97,337,7.1,8.3,10.1,-17.95
Cardiff,037B,Splott 3,W01001871,64.6,FALSE,TRUE,59.9,76.2,61.1,73.7,92.2,0.1,56.5,Wales,Cardiff 037B,24,54.3,42.1,83,89,233,8.6,9.4,13.7,-0.15000000000000285
Cardiff,038B,Splott 4,W01001872,45.6,FALSE,FALSE,40.9,30.8,52,60.8,87.5,0,25.5,Wales,Cardiff 038B,19,43.6,29.8,80,102,299,8.6,7.5,10.9,-10.849999999999998
Cardiff,038C,Splott 5,W01001873,50.5,FALSE,FALSE,43.1,61.1,16,82.2,90.9,0.5,24,Wales,Cardiff 038C,21,46.3,33.2,74,91,315,5.8,7.3,14.1,-8.150000000000002
Cardiff,038D,Splott 6,W01001874,85.9,FALSE,TRUE,61.7,68.5,43.9,43.2,76.2,4.8,70.7,Wales,Cardiff 038D,29,66,46.9,74,95,289,7.6,9.7,14.6,11.55
Cardiff,037C,Splott 7,W01001875,54.1,FALSE,FALSE,44.2,50.2,24,40.9,77.9,19.5,46.3,Wales,Cardiff 037C,13,48.4,27.1,79,96,324,5.6,9.5,12.4,-6.050000000000002
Cardiff,037D,Splott 8,W01001876,65.6,FALSE,TRUE,55.5,64.8,47.1,72.6,73.7,4.1,61.3,Wales,Cardiff 037D,26,54.6,41.4,76,92,281,5.4,8.6,12.4,0.1500000000000014
Cardiff,011A,Trowbridge 1,W01001877,11.6,FALSE,FALSE,15,19.8,12.6,16.7,33.8,14.1,9.9,Wales,Cardiff 011A,9,17.3,11.3,84,100,371,5.1,7.5,8.7,-37.150000000000006
Cardiff,011B,Trowbridge 2,W01001878,25.6,FALSE,FALSE,22.7,14.9,36.4,37.2,19.8,3.5,15.5,Wales,Cardiff 011B,10,29.4,16.3,86,104,360,8.8,7.7,7.9,-25.05
Cardiff,013A,Trowbridge 3,W01001879,44.5,FALSE,FALSE,40.4,59.3,49,54.9,19.9,1.1,25,Wales,Cardiff 013A,22,42.8,34.1,82,95,268,7.2,9.6,13.7,-11.650000000000002
Cardiff,013B,Trowbridge 4,W01001880,83.1,FALSE,TRUE,55,73.4,34.9,54.3,31.6,6.1,18.7,Wales,Cardiff 013B,21,63.7,45.7,76,94,276,6.2,9.9,14.7,9.250000000000004
Cardiff,013C,Trowbridge 5,W01001881,59.1,FALSE,FALSE,40,45,27.4,81.4,13.5,1.8,13,Wales,Cardiff 013C,24,51.2,32.5,80,99,302,7.8,8.8,13.9,-3.2499999999999973
Cardiff,011C,Trowbridge 6,W01001882,9.9,FALSE,FALSE,12.5,18.5,6.9,9.1,46.5,8.3,4.3,Wales,Cardiff 011C,5,15.9,10.5,79,103,393,5.8,8.4,7.6,-38.550000000000004
Cardiff,016C,Trowbridge 7,W01001883,57.2,FALSE,FALSE,40.8,51.3,16.2,71.2,20.9,2,53.5,Wales,Cardiff 016C,29,50,36.2,81,96,287,5.2,9,12.6,-4.45
Cardiff,013D,Trowbridge 8,W01001884,78.3,FALSE,TRUE,54.1,69.9,36.6,88,21.8,4,17.5,Wales,Cardiff 013D,27,62.3,48.7,78,93,300,5.5,9.6,15.4,7.849999999999997
Cardiff,011D,Trowbridge 9,W01001885,35.5,TRUE,FALSE,34.6,68,13.2,25.3,45.3,14.8,33.6,Wales,Cardiff 011D,13,36.1,23.6,76,94,290,6.1,12.1,11.4,-18.349999999999998
Cardiff,016D,Trowbridge 10,W01001886,60.8,TRUE,TRUE,51.3,66.7,37.8,68.5,63.1,7,50.6,Wales,Cardiff 016D,26,51.7,38.8,78,95,286,5.4,9.8,14.8,-2.7499999999999973
Cardiff,020A,Whitchurch and Tongwynlais 1,W01001887,0.3,FALSE,FALSE,3.9,0.5,0.5,10.7,34.4,6.3,1.4,Wales,Cardiff 020A,3,2.7,3.1,90,112,533,3.4,3.9,5.9,-51.75
Cardiff,010A,Whitchurch and Tongwynlais 2,W01001888,9.4,FALSE,FALSE,13.6,9.4,5,11.2,71.8,18.1,8.8,Wales,Cardiff 010A,8,15.5,11.6,85,105,404,2.1,5.2,8.3,-38.95
Cardiff,020B,Whitchurch and Tongwynlais 3,W01001889,2.6,FALSE,FALSE,7.1,5.1,0.2,26.8,43.5,1,14.2,Wales,Cardiff 020B,11,7.5,11,88,105,424,2.5,4.4,7.7,-46.95
